Epoch,TrainLoss,ValLoss,ValAcc
1,1.3760220110416412,1.3599574267864227,0.37628865979381443
2,1.3663461804389954,1.3362602293491364,0.5489690721649485
3,1.3423921366532643,1.3127670884132385,0.6005154639175257
4,1.3164199590682983,1.2719095945358276,0.6701030927835051
5,1.2813739776611328,1.2273054718971252,0.6752577319587629
6,1.2614969114462535,1.1763389706611633,0.6752577319587629
7,1.2134242355823517,1.1210002303123474,0.6855670103092784
8,1.2040520707766216,1.0690244138240814,0.7139175257731959
9,1.132064402103424,1.0076495856046677,0.7371134020618557
10,1.1117052137851715,0.9407762289047241,0.7242268041237113
11,1.0711885492006938,0.895582988858223,0.7577319587628866
12,1.0350605994462967,0.8394616991281509,0.7551546391752577
13,1.0028223643700283,0.7909713983535767,0.7422680412371134
14,1.0077565362056096,0.7488381415605545,0.7422680412371134
15,1.0012050767739613,0.7182840406894684,0.7860824742268041
16,0.9725375125805537,0.6889215558767319,0.770618556701031
17,0.9899502048889796,0.6642862558364868,0.7731958762886598
18,0.9721676607926687,0.6441414803266525,0.7654639175257731
19,0.9779518644014994,0.626599594950676,0.7783505154639175
20,0.9280781199534734,0.6102530062198639,0.7809278350515464
21,0.9382181266943613,0.5967980772256851,0.7989690721649485
22,0.9112716416517893,0.5859253853559494,0.8092783505154639
23,0.9158510615428289,0.5796701908111572,0.7912371134020618
24,0.9081397553284963,0.5728945434093475,0.8273195876288659
25,0.8983668982982635,0.5628455877304077,0.8041237113402062
26,0.9210728059212366,0.5484339892864227,0.7783505154639175
27,0.9221472839514414,0.5425559356808662,0.7783505154639175
28,0.8923923224210739,0.5342593267560005,0.7809278350515464
29,0.9315937161445618,0.5323382467031479,0.7963917525773195
30,0.8610964268445969,0.5225186571478844,0.7757731958762887
31,0.8859764238198599,0.521410383284092,0.7860824742268041
32,0.8916237950325012,0.5235016345977783,0.8092783505154639
33,0.8993744800488154,0.5181809738278389,0.7963917525773195
34,0.8778234670559565,0.5035326182842255,0.7809278350515464
35,0.9195756912231445,0.49965206533670425,0.7835051546391752
36,0.8929993708928426,0.5024267360568047,0.8170103092783505
37,0.9091849525769552,0.5092888921499252,0.8118556701030928
38,0.8827843169371287,0.4994157701730728,0.7989690721649485
39,0.921485518415769,0.49186307936906815,0.7912371134020618
40,0.8474059949318568,0.49454864859580994,0.8015463917525774
41,0.9033146897951762,0.4871303513646126,0.8015463917525774
42,0.8541170557339987,0.4774187132716179,0.7912371134020618
43,0.880631685256958,0.47707681357860565,0.7938144329896907
44,0.8943345298369726,0.48097363114356995,0.7938144329896907
45,0.8723780463139216,0.4750940501689911,0.7912371134020618
46,0.8812986811002096,0.4735085070133209,0.8041237113402062
47,0.8714736501375834,0.4682456776499748,0.7912371134020618
48,0.8742845306793848,0.4715995788574219,0.8015463917525774
49,0.8512571851412455,0.4706912413239479,0.7989690721649485
50,0.8843748817841212,0.475858598947525,0.8041237113402062
51,0.8491413195927938,0.46975161135196686,0.8015463917525774
52,0.8685339987277985,0.46371757984161377,0.7912371134020618
53,0.8510225266218185,0.460838183760643,0.7938144329896907
54,0.8633079479138056,0.45797981321811676,0.7989690721649485
55,0.8640776524941126,0.4514596611261368,0.7989690721649485
56,0.8586000005404154,0.4572484418749809,0.8118556701030928
57,0.8293554931879044,0.4520852118730545,0.7963917525773195
58,0.8506772716840109,0.4540565460920334,0.8067010309278351
59,0.8413681288560232,0.4543623551726341,0.8041237113402062
60,0.8695116688807806,0.4550425186753273,0.8092783505154639
61,0.8667861272891363,0.44757068157196045,0.7963917525773195
62,0.8504935850699743,0.45188088715076447,0.8092783505154639
63,0.8329968949158987,0.4510115757584572,0.8067010309278351
64,0.8424491782983144,0.4470989257097244,0.8092783505154639
65,0.8466780881086985,0.4436003491282463,0.8195876288659794
66,0.856610948840777,0.44872693717479706,0.8195876288659794
67,0.8484592189391454,0.44943735748529434,0.8221649484536082
68,0.8113873898983002,0.4441729336977005,0.8170103092783505
69,0.8150018801291784,0.4368540197610855,0.8144329896907216
70,0.8169740239779154,0.4345543459057808,0.8247422680412371
71,0.8246057306726774,0.4374242499470711,0.8221649484536082
72,0.8130125304063162,0.43869420140981674,0.8324742268041238
73,0.8210514833529791,0.43242011219263077,0.8376288659793815
74,0.8380190332730612,0.428868792951107,0.8247422680412371
75,0.8202866440018018,0.43080056458711624,0.8350515463917526
76,0.8389028857151667,0.4329306408762932,0.8350515463917526
77,0.8041035582621893,0.42862503975629807,0.8195876288659794
78,0.8294386217991511,0.4270259737968445,0.8221649484536082
79,0.7919139762719473,0.42364076524972916,0.8376288659793815
80,0.7974749157826105,0.4208643138408661,0.8402061855670103
