Epoch,TrainLoss,ValLoss,ValAcc
1,1.4003418684005737,1.379217118024826,0.3015463917525773
2,1.38887815674146,1.3689537048339844,0.3402061855670103
3,1.372171401977539,1.3599961698055267,0.38917525773195877
4,1.3625758985678356,1.3500882387161255,0.41237113402061853
5,1.3590536912282307,1.3393977284431458,0.4252577319587629
6,1.3518126606941223,1.3285112977027893,0.3917525773195876
7,1.3361173868179321,1.31874617934227,0.45618556701030927
8,1.3277809917926788,1.306070476770401,0.47164948453608246
9,1.3178839286168416,1.2949777841567993,0.47680412371134023
10,1.31528240442276,1.2811424136161804,0.5463917525773195
11,1.3032242159048717,1.2667561769485474,0.5541237113402062
12,1.2886631190776825,1.251188576221466,0.5644329896907216
13,1.2718188067277272,1.2322663962841034,0.5747422680412371
14,1.2640143434206645,1.2125294208526611,0.5850515463917526
15,1.2394080261389415,1.1939481496810913,0.6108247422680413
16,1.2158111731211345,1.1736655831336975,0.6237113402061856
17,1.2008638779322307,1.1498093008995056,0.6314432989690721
18,1.1876131196816762,1.119215875864029,0.6262886597938144
19,1.1654747625192006,1.0923750400543213,0.6314432989690721
20,1.1396163801352184,1.0594170093536377,0.6520618556701031
21,1.1259847680727642,1.020683377981186,0.6701030927835051
22,1.0968053291241329,0.9851047992706299,0.6932989690721649
23,1.0419968118270238,0.9484626948833466,0.6907216494845361
24,1.03689244389534,0.9082917124032974,0.6984536082474226
25,0.9938892672459284,0.8687439262866974,0.711340206185567
26,0.9792672147353491,0.8320252597332001,0.7216494845360825
27,0.9627820899089178,0.8014458566904068,0.711340206185567
28,0.9170555422703425,0.7657883167266846,0.7087628865979382
29,0.8872413535912832,0.7346157282590866,0.7139175257731959
30,0.8745027979214987,0.7046356350183487,0.7061855670103093
31,0.8745861848195394,0.6809333264827728,0.7190721649484536
32,0.849695419271787,0.6559489369392395,0.7216494845360825
33,0.8210977713267008,0.6344356387853622,0.7216494845360825
34,0.8040926406780878,0.6129499822854996,0.7216494845360825
35,0.8007982522249222,0.5930339843034744,0.7216494845360825
36,0.7659270912408829,0.5786421000957489,0.7268041237113402
37,0.7560996885101,0.562367856502533,0.7268041237113402
38,0.77141755570968,0.5457740500569344,0.7345360824742269
39,0.7464495450258255,0.5350351259112358,0.7396907216494846
40,0.7401789228121439,0.5230919718742371,0.7396907216494846
41,0.7386914590994517,0.5142541229724884,0.7396907216494846
42,0.7225821167230606,0.5018964037299156,0.7371134020618557
43,0.7184534793098768,0.4951600581407547,0.7448453608247423
44,0.7022744913895925,0.4872010201215744,0.75
45,0.6998224332928658,0.4802870377898216,0.7448453608247423
46,0.6792116910219193,0.4723868668079376,0.75
47,0.689655251801014,0.46456752717494965,0.75
48,0.6694967125852903,0.4591970816254616,0.7345360824742269
49,0.6768606255451838,0.4528214633464813,0.7319587628865979
50,0.6750765219330788,0.446931429207325,0.7345360824742269
51,0.6555239955584208,0.44232480973005295,0.7345360824742269
52,0.650703859825929,0.43833164125680923,0.7422680412371134
53,0.6728220954537392,0.433788925409317,0.75
54,0.6480676929155985,0.4290633499622345,0.7603092783505154
55,0.6448653737703959,0.4264393076300621,0.7525773195876289
56,0.636530376970768,0.422233022749424,0.7603092783505154
57,0.6335247159004211,0.41962482780218124,0.7525773195876289
58,0.6236645753184954,0.4168703481554985,0.7603092783505154
59,0.6240873485803604,0.41236162185668945,0.7654639175257731
60,0.6438599725564321,0.41052765399217606,0.7654639175257731
61,0.6260842060049375,0.4098062813282013,0.7680412371134021
62,0.6193018232782682,0.40667349845170975,0.7680412371134021
63,0.6240893180171648,0.4019578695297241,0.7448453608247423
64,0.6050156081716219,0.4013083800673485,0.7474226804123711
65,0.6079672078291575,0.3978501707315445,0.7448453608247423
66,0.5955174590150515,0.3960287719964981,0.7474226804123711
67,0.6056344012419382,0.39576543122529984,0.7525773195876289
68,0.6026669417818388,0.3922651410102844,0.7525773195876289
69,0.6019934763511022,0.39099937677383423,0.7525773195876289
70,0.5871299132704735,0.38916783779859543,0.7448453608247423
71,0.6044390661021074,0.38787494599819183,0.75
72,0.5949315192798773,0.3867812678217888,0.75
73,0.6040800487001737,0.3837849721312523,0.7474226804123711
74,0.5885856797297796,0.38208165764808655,0.7577319587628866
75,0.5998427470525106,0.379880852997303,0.7525773195876289
76,0.5890085759262244,0.37892285734415054,0.7525773195876289
77,0.5700505437950293,0.379515640437603,0.7680412371134021
78,0.5857895612716675,0.3783875107765198,0.7628865979381443
79,0.5843392411867777,0.37682487070560455,0.7525773195876289
80,0.5776248214145502,0.37624964863061905,0.7654639175257731
81,0.5710808460911115,0.3725414052605629,0.75
82,0.5627291053533554,0.37160179764032364,0.7603092783505154
83,0.5667505661646525,0.3708324432373047,0.770618556701031
84,0.5701942890882492,0.36893468350172043,0.770618556701031
85,0.5802329381306967,0.36805272102355957,0.7835051546391752
86,0.5812261886894703,0.36694401502609253,0.7731958762886598
87,0.581209639708201,0.3644253760576248,0.7603092783505154
88,0.5711166560649872,0.36561843007802963,0.7731958762886598
89,0.5682137434681257,0.3628266453742981,0.7525773195876289
90,0.5534461475908756,0.36349257081747055,0.770618556701031
91,0.5666719153523445,0.36219577491283417,0.770618556701031
92,0.5627574697136879,0.3616344928741455,0.7731958762886598
93,0.5611661983033022,0.36014382541179657,0.7603092783505154
94,0.5592497326433659,0.3584943637251854,0.7603092783505154
95,0.559195247789224,0.3583219200372696,0.770618556701031
96,0.5549948836366335,0.35769178718328476,0.7731958762886598
97,0.5584232856829962,0.3555634096264839,0.7628865979381443
98,0.5644130172828833,0.35471753031015396,0.7628865979381443
99,0.555911103884379,0.3555133491754532,0.7731958762886598
100,0.5566989034414291,0.35497330129146576,0.7860824742268041
